IC_RSRVDEP_030	com.fasterxml.jackson.annotation.JsonTypeInfo.None	com.fasterxml.jackson.annotation.JsonTypeInfo.	None	Since 2.5, use Void instead.
IC_RSRVDEP_134	org.hibernate.annotations.ForeignKey	org.hibernate.annotations.	ForeignKey	Prefer the JPA 2.1 introduced ForeignKey instead.
IC_RSRVDEP_136	org.hibernate.annotations.Index	org.hibernate.annotations.	Index	Using Index instead.
IC_RSRVDEP_137	org.hibernate.annotations.IndexColumn	org.hibernate.annotations.	IndexColumn	Prefer the standard JPA OrderColumn annotation and the Hibernate specific ListIndexBase (for replacing IndexColumn.base()).
IC_RSRVDEP_151	org.hibernate.annotations.Sort	org.hibernate.annotations.	Sort	Use SortComparator or SortNatural instead depending on need.
IC_RSRVDEP_334	org.hibernate.annotations.common.util.ReflectHelper.classForName(String, Class)	org.hibernate.annotations.common.util.ReflectHelper.	classForName(String, Class)	Deprecated in favor of ClassLoaderDelegate
IC_RSRVDEP_335	org.hibernate.annotations.common.reflection.java.JavaReflectionManager.classForName(String, Class)	org.hibernate.annotations.common.reflection.java.JavaReflectionManager.	classForName(String, Class)	Need to Verify
IC_RSRVDEP_336	org.hibernate.annotations.common.reflection.ReflectionManager.classForName(String, Class<T>)	org.hibernate.annotations.common.reflection.ReflectionManager.	classForName(String, Class<T>)	Instead use
IC_RSRVDEP_1051	org.hibernate.annotations.CascadeType.DELETE_ORPHAN	org.hibernate.annotations.CascadeType.	DELETE_ORPHAN	use @OneToOne(orphanRemoval=true) or @OneToMany(orphanRemoval=true)
IC_RSRVDEP_1052	org.hibernate.annotations.CascadeType.EVICT	org.hibernate.annotations.CascadeType.	EVICT	use javax.persistence.CascadeType.DETACH
IC_RSRVDEP_1055	org.hibernate.annotations.FlushModeType.NEVER	org.hibernate.annotations.FlushModeType.	NEVER	use MANUAL, will be removed in a subsequent release
IC_RSRVDEP_1061	org.hibernate.annotations.Entity.dynamicInsert	org.hibernate.annotations.Entity.	dynamicInsert	use DynamicInsert instead
IC_RSRVDEP_1062	org.hibernate.annotations.Entity.dynamicUpdate	org.hibernate.annotations.Entity.	dynamicUpdate	Use DynamicUpdate instead
IC_RSRVDEP_1063	org.hibernate.annotations.Tuplizer.entityMode	org.hibernate.annotations.Tuplizer.	entityMode	should use #entityModeType instead
IC_RSRVDEP_1065	org.hibernate.annotations.Entity.mutable	org.hibernate.annotations.Entity.	mutable	use Immutable
IC_RSRVDEP_1067	org.hibernate.annotations.Entity.optimisticLock	org.hibernate.annotations.Entity.	optimisticLock	use OptimisticLocking instead.
IC_RSRVDEP_1068	org.hibernate.annotations.Entity.persister	org.hibernate.annotations.Entity.	persister	use Persister instead
IC_RSRVDEP_1069	org.hibernate.annotations.Entity.polymorphism	org.hibernate.annotations.Entity.	polymorphism	use Polymorphism instead
IC_RSRVDEP_1072	org.hibernate.annotations.Entity.selectBeforeUpdate	org.hibernate.annotations.Entity.	selectBeforeUpdate	Use SelectBeforeUpdate instead
IC_RSRVDEP_095	org.hibernate.annotations.SortType	org.hibernate.annotations.	SortType	Since Sort is deprecated.
IC_RSRVDEP_122	org.hibernate.annotations.AccessType	org.hibernate.annotations.	AccessType	Use AttributeAccessor instead; renamed to avoid confusion with the JPA AccessType enum.
IC_RSRVDEP_131	org.hibernate.annotations.Entity	org.hibernate.annotations.	Entity	See individual attributes for intended replacements. To be removed in 4.1
IC_RSRVDEP_134	org.hibernate.annotations.ForeignKey	org.hibernate.annotations.	ForeignKey	Prefer the JPA 2.1 introduced ForeignKey instead.
IC_RSRVDEP_136	org.hibernate.annotations.Index	org.hibernate.annotations.	Index	Using Index instead.
IC_RSRVDEP_137	org.hibernate.annotations.IndexColumn	org.hibernate.annotations.	IndexColumn	Prefer the standard JPA OrderColumn annotation and the Hibernate specific ListIndexBase (for replacing IndexColumn.base()).
IC_RSRVDEP_151	org.hibernate.annotations.Sort	org.hibernate.annotations.	Sort	Use SortComparator or SortNatural instead depending on need.
IC_RSRVDEP_334	org.hibernate.annotations.common.util.ReflectHelper.classForName(String, Class)	org.hibernate.annotations.common.util.ReflectHelper.	classForName(String, Class)	Deprecated in favor of ClassLoaderDelegate
IC_RSRVDEP_335	org.hibernate.annotations.common.reflection.java.JavaReflectionManager.classForName(String, Class)	org.hibernate.annotations.common.reflection.java.JavaReflectionManager.	classForName(String, Class)	Need to Verify
IC_RSRVDEP_336	org.hibernate.annotations.common.reflection.ReflectionManager.classForName(String, Class<T>)	org.hibernate.annotations.common.reflection.ReflectionManager.	classForName(String, Class<T>)	Instead use
IC_RSRVDEP_1051	org.hibernate.annotations.CascadeType.DELETE_ORPHAN	org.hibernate.annotations.CascadeType.	DELETE_ORPHAN	use @OneToOne(orphanRemoval=true) or @OneToMany(orphanRemoval=true)
IC_RSRVDEP_1052	org.hibernate.annotations.CascadeType.EVICT	org.hibernate.annotations.CascadeType.	EVICT	use javax.persistence.CascadeType.DETACH
IC_RSRVDEP_1055	org.hibernate.annotations.FlushModeType.NEVER	org.hibernate.annotations.FlushModeType.	NEVER	use MANUAL, will be removed in a subsequent release
IC_RSRVDEP_1061	org.hibernate.annotations.Entity.dynamicInsert	org.hibernate.annotations.Entity.	dynamicInsert	use DynamicInsert instead
IC_RSRVDEP_1062	org.hibernate.annotations.Entity.dynamicUpdate	org.hibernate.annotations.Entity.	dynamicUpdate	Use DynamicUpdate instead
IC_RSRVDEP_1063	org.hibernate.annotations.Tuplizer.entityMode	org.hibernate.annotations.Tuplizer.	entityMode	should use #entityModeType instead
IC_RSRVDEP_1065	org.hibernate.annotations.Entity.mutable	org.hibernate.annotations.Entity.	mutable	use Immutable
IC_RSRVDEP_1067	org.hibernate.annotations.Entity.optimisticLock	org.hibernate.annotations.Entity.	optimisticLock	use OptimisticLocking instead.
IC_RSRVDEP_1068	org.hibernate.annotations.Entity.persister	org.hibernate.annotations.Entity.	persister	use Persister instead
IC_RSRVDEP_1069	org.hibernate.annotations.Entity.polymorphism	org.hibernate.annotations.Entity.	polymorphism	use Polymorphism instead
IC_RSRVDEP_1072	org.hibernate.annotations.Entity.selectBeforeUpdate	org.hibernate.annotations.Entity.	selectBeforeUpdate	Use SelectBeforeUpdate instead
IC_RSRVDEP_095	org.hibernate.annotations.SortType	org.hibernate.annotations.	SortType	Since Sort is deprecated.
IC_RSRVDEP_122	org.hibernate.annotations.AccessType	org.hibernate.annotations.	AccessType	Use AttributeAccessor instead; renamed to avoid confusion with the JPA AccessType enum.
IC_RSRVDEP_131	org.hibernate.annotations.Entity	org.hibernate.annotations.	Entity	See individual attributes for intended replacements. To be removed in 4.1
IC_RSRVDEP_134	org.hibernate.annotations.ForeignKey	org.hibernate.annotations.	ForeignKey	Prefer the JPA 2.1 introduced ForeignKey instead.
IC_RSRVDEP_136	org.hibernate.annotations.Index	org.hibernate.annotations.	Index	Using Index instead.
IC_RSRVDEP_137	org.hibernate.annotations.IndexColumn	org.hibernate.annotations.	IndexColumn	Prefer the standard JPA OrderColumn annotation and the Hibernate specific ListIndexBase (for replacing IndexColumn.base()).
IC_RSRVDEP_151	org.hibernate.annotations.Sort	org.hibernate.annotations.	Sort	Use SortComparator or SortNatural instead depending on need.
IC_RSRVDEP_334	org.hibernate.annotations.common.util.ReflectHelper.classForName(String, Class)	org.hibernate.annotations.common.util.ReflectHelper.	classForName(String, Class)	Deprecated in favor of ClassLoaderDelegate
IC_RSRVDEP_335	org.hibernate.annotations.common.reflection.java.JavaReflectionManager.classForName(String, Class)	org.hibernate.annotations.common.reflection.java.JavaReflectionManager.	classForName(String, Class)	Need to Verify
IC_RSRVDEP_336	org.hibernate.annotations.common.reflection.ReflectionManager.classForName(String, Class<T>)	org.hibernate.annotations.common.reflection.ReflectionManager.	classForName(String, Class<T>)	Instead use
IC_RSRVDEP_1051	org.hibernate.annotations.CascadeType.DELETE_ORPHAN	org.hibernate.annotations.CascadeType.	DELETE_ORPHAN	use @OneToOne(orphanRemoval=true) or @OneToMany(orphanRemoval=true)
IC_RSRVDEP_1052	org.hibernate.annotations.CascadeType.EVICT	org.hibernate.annotations.CascadeType.	EVICT	use javax.persistence.CascadeType.DETACH
IC_RSRVDEP_1055	org.hibernate.annotations.FlushModeType.NEVER	org.hibernate.annotations.FlushModeType.	NEVER	use MANUAL, will be removed in a subsequent release
IC_RSRVDEP_1061	org.hibernate.annotations.Entity.dynamicInsert	org.hibernate.annotations.Entity.	dynamicInsert	use DynamicInsert instead
IC_RSRVDEP_1062	org.hibernate.annotations.Entity.dynamicUpdate	org.hibernate.annotations.Entity.	dynamicUpdate	Use DynamicUpdate instead
IC_RSRVDEP_1063	org.hibernate.annotations.Tuplizer.entityMode	org.hibernate.annotations.Tuplizer.	entityMode	should use #entityModeType instead
IC_RSRVDEP_1065	org.hibernate.annotations.Entity.mutable	org.hibernate.annotations.Entity.	mutable	use Immutable
IC_RSRVDEP_1067	org.hibernate.annotations.Entity.optimisticLock	org.hibernate.annotations.Entity.	optimisticLock	use OptimisticLocking instead.
IC_RSRVDEP_1068	org.hibernate.annotations.Entity.persister	org.hibernate.annotations.Entity.	persister	use Persister instead
IC_RSRVDEP_1069	org.hibernate.annotations.Entity.polymorphism	org.hibernate.annotations.Entity.	polymorphism	use Polymorphism instead
IC_RSRVDEP_1072	org.hibernate.annotations.Entity.selectBeforeUpdate	org.hibernate.annotations.Entity.	selectBeforeUpdate	Use SelectBeforeUpdate instead
IC_JDDI_5009	org.omg.CORBA.DynStruct	org.omg.CORBA	DynStruct	Use the new DynStruct instead	
IC_JDDI_X137	org.omg.CORBA.DynStruct	org.omg.CORBA	DynStruct	Use the new DynStruct instead	
IC_RSRVDEP_704	org.slf4j.Marker.hasChildren()	org.slf4j.Marker.	hasChildren()	Replaced by Marker.hasReferences().
IC_RSRVDEP_704	org.slf4j.Marker.hasChildren()	org.slf4j.Marker.	hasChildren()	Replaced by Marker.hasReferences().
IC_JDDM_8186	java.rmi.server.UnicastRemoteObject.exportObject(Remote)	java.rmi.server.UnicastRemoteObject	exportObject(Remote)	"This method is deprecated because it supports only static stubs. Use exportObject(Remote, port) or exportObject(Remote, port, csf, ssf) instead."	
IC_JDDM_9365	java.rmi.server.UnicastRemoteObject.exportObject(Remote)	java.rmi.server.UnicastRemoteObject	exportObject(Remote)	"This method is deprecated because it supports only static stubs. Use exportObject(Remote, port) or exportObject(Remote, port, csf, ssf) instead."	
IC_JDDM_9728	java.lang.Boolean(boolean)	java.lang	Boolean(boolean)	"It is rarely appropriate to use this constructor. The static factory Boolean.valueOf(boolean) is generally a better choice, as it is likely to yield significantly better space and time performance. Also consider using the final fields Boolean.TRUE and Boolean.FALSE if possible."	
IC_JDDM_9730	java.lang.Byte(byte)	java.lang	Byte(byte)	"It is rarely appropriate to use this constructor. The static factory Byte.valueOf(byte) is generally a better choice, as it is likely to yield significantly better space and time performance."	
IC_JDDM_9732	java.lang.Character(char)	java.lang	Character(char)	"It is rarely appropriate to use this constructor. The static factory Character.valueOf(char) is generally a better choice, as it is likely to yield significantly better space and time performance."	
IC_JDDM_9738	java.lang.Double(double)	java.lang	Double(double)	"It is rarely appropriate to use this constructor. The static factory Double.valueOf(double) is generally a better choice, as it is likely to yield significantly better space and time performance."	
IC_JDDM_9745	java.lang.Float(double)	java.lang	Float(double)	"It is rarely appropriate to use this constructor. Instead, use the static factory method Float.valueOf(float) method as follows
IC_JDDM_9746	java.lang.Float(float)	java.lang	Float(float)	"It is rarely appropriate to use this constructor. The static factory Float.valueOf(float) is generally a better choice, as it is likely to yield significantly better space and time performance."	
IC_JDDM_9750	java.lang.Integer(int)	java.lang	Integer(int)	"It is rarely appropriate to use this constructor. The static factory Integer.valueOf(int) is generally a better choice, as it is likely to yield significantly better space and time performance."	
IC_JDDM_9753	java.lang.Long(long)	java.lang	Long(long)	"It is rarely appropriate to use this constructor. The static factory Long.valueOf(long) is generally a better choice, as it is likely to yield significantly better space and time performance."	
IC_JDDM_9760	java.lang.Short(short)	java.lang	Short(short)	"It is rarely appropriate to use this constructor. The static factory Short.valueOf(short) is generally a better choice, as it is likely to yield significantly better space and time performance."	
IC_JDDM_X492	java.rmi.server.UnicastRemoteObject.exportObject?(Remote)	java.rmi.server.UnicastRemoteObject	exportObject?(Remote)	"This method is deprecated because it supports only static stubs. Use exportObject(Remote, port) or exportObject(Remote, port, csf, ssf) instead."	
IC_JDDM_X711	java.lang.Boolean?(boolean)	java.lang	Boolean?(boolean)	"It is rarely appropriate to use this constructor. The static factory Boolean.valueOf(boolean) is generally a better choice, as it is likely to yield significantly better space and time performance. Also consider using the final fields Boolean.TRUE and Boolean.FALSE if possible."	
IC_JDDM_X712	java.lang.Byte?(byte)	java.lang	Byte?(byte)	"It is rarely appropriate to use this constructor. The static factory Byte.valueOf(byte) is generally a better choice, as it is likely to yield significantly better space and time performance."	
IC_JDDM_X713	java.lang.Character?(char)	java.lang	Character?(char)	"It is rarely appropriate to use this constructor. The static factory Character.valueOf(char) is generally a better choice, as it is likely to yield significantly better space and time performance."	
IC_JDDM_X714	java.lang.Double?(double)	java.lang	Double?(double)	"It is rarely appropriate to use this constructor. The static factory Double.valueOf(double) is generally a better choice, as it is likely to yield significantly better space and time performance."	
